sample_id,creature_serial,source,generation,quality,hardiness,fortitude,dexterity,endurance,intellect,cleverness,dependability,courage,fierceness,power,armor,sa1,sa2,ranged,kinetic.special,kinetic.effective,kinetic,energy.special,energy.effective,energy,blast.special,blast.effective,blast,heat.special,heat.effective,heat,cold.special,cold.effective,cold,electricity.special,electricity.effective,electricity,acid.special,acid.effective,acid,stun.special,stun.effective,stun
fd84e1ae-ca39-4dc4-8696-7613474eb47f,8r9hsi84,huurton_pup,"",3,1,2,9,506,2,18,757,502,90,38,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
49fa4bcf-1ca2-4aa7-905b-c54de12dd519,8roonn2r,narglatch,c7lgvk6t,3,135,48,111,431,98,77,1000,354,95,114,0,stunning,crippling,true,26,0,26,33,0,33,0,4,4,-33,0,-33,-33,0,-33,-85,0,-85,-78,0,-78,-99,0,-99
85825891-f2bd-487b-8c6a-38b7153e806e,8roonn2r,arachne_hatchling,"",4,218,60,241,507,245,191,759,505,102,208,0,"",medium_poison,false,10,0,10,10,0,10,0,5,5,-99,0,-99,-99,0,-99,0,5,5,85,0,85,0,5,5
3116baf3-9816-41cf-8cb8-46dd6e394037,8roonn2r,arachne_hatchling,"",4,226,65,236,513,236,189,761,512,103,204,0,"",medium_poison,false,10,0,10,10,0,10,0,5,5,-99,0,-99,-99,0,-99,0,5,5,85,0,85,0,5,5
7bd4d4bd-6928-445b-8e43-561ef411f570,8roonn2r,arachne_hatchling,"",5,223,60,246,510,241,198,767,517,109,206,0,"",medium_poison,false,10,0,10,10,0,10,0,5,5,-99,0,-99,-99,0,-99,0,5,5,85,0,85,0,5,5
c89ab62a-d3a7-4325-b334-23037cb9db89,8roonn2r,narglatch,c7lgvk6t,5,146,60,128,438,115,89,1000,368,109,124,0,stunning,crippling,true,26,0,26,33,0,33,0,4,4,-33,0,-33,-33,0,-33,-85,0,-85,-78,0,-78,-99,0,-99
b6cb36f7-dbe5-4c89-ba0b-071050beb574,91i98m49,graul_mauler,"",3,572,203,575,500,492,323,506,506,554,406,0,crippling,intimidation,false,45,0,45,0,20,20,60,0,60,60,0,60,60,0,60,-99,0,-99,-99,0,-99,-99,0,-99
3365e5b4-c3e7-4302-8975-551a8a320831,91i98m49,gorg,"",2,2,0,6,497,7,80,753,502,85,49,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
2a82a8db-99e4-4f02-a74d-6d8850c28659,91i98m49,gorg,"",4,14,13,15,512,18,88,759,510,102,63,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
ec18b456-0ec1-4f8d-a6f2-fd216de16118,91i98m49,gorg,"",2,8,2,4,501,5,80,754,497,85,56,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
e42321de-2c42-4337-8b73-8a7e10ce51f3,91i98m49,gorg,"",2,6,4,6,500,8,81,748,504,85,49,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
2182d26e-ea9f-42a1-a5e0-2189a20131fb,92epbi4d,grassland_voritor_tracker,"",5,579,318,525,511,517,386,764,514,104,534,0,knockdown,crippling,false,65,0,65,65,0,65,0,30,30,0,30,30,0,30,30,0,30,30,-99,0,-99,0,30,30
31a27bbc-a8c0-4bf6-9725-ff05c680b1f0,92epbi4d,kimogila_hatchling,"",5,265,116,251,512,275,217,765,516,103,277,0,dizzy,stunning,true,0,10,10,0,10,10,0,10,10,55,0,55,0,10,10,0,10,10,100,0,100,-99,0,-99
1accd197-4b7d-4746-b5ed-50076d28e7cd,92epbi4d,kimogila_hatchling,"",4,260,105,232,513,262,215,758,505,100,267,0,dizzy,stunning,true,0,10,10,0,10,10,0,10,10,55,0,55,0,10,10,0,10,10,100,0,100,-99,0,-99
7103403a-5380-43cd-b767-f4670a586e7d,92epbi4d,grassland_voritor_tracker,"",5,572,311,529,514,514,389,767,518,110,527,0,knockdown,crippling,false,65,0,65,65,0,65,0,30,30,0,30,30,0,30,30,0,30,30,-99,0,-99,0,30,30
e0516962-64d6-4371-a315-19b166f0a0f7,92epbi4d,kimogila_hatchling,"",3,260,101,246,504,273,206,756,508,95,264,0,dizzy,stunning,true,0,10,10,0,10,10,0,10,10,55,0,55,0,10,10,0,10,10,100,0,100,-99,0,-99
27137ace-b654-4d07-90ce-152f1a3c48d5,94e0vugf,mantigrue_reaper,"",5,650,518,560,512,555,431,766,516,103,517,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
8ff4836f-8906-4ee6-9945-dcd0db11dbb9,94e0vugf,bark_mite_burrower,"",4,682,508,591,509,610,459,758,514,100,596,1,open_wounds,strong_disease,false,65,0,65,40,0,40,-99,0,-99,80,0,80,-99,0,-99,80,0,80,80,0,80,0,0,0
0af8ae60-fc32-4865-ad95-c0d7288842a8,94e0vugf,mantigrue_reaper,"",4,573,509,619,509,632,422,756,511,95,513,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
7ef5ab6a-444c-4245-acfc-860a46c28732,94e0vugf,mantigrue_reaper,"",4,573,512,613,508,636,426,755,513,101,514,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
e75f9530-8a9a-425e-a221-5dd190b92357,94e0vugf,deranged_mantigrue,"",5,563,320,607,518,550,382,762,518,103,518,0,blinding,stunning,false,50,0,50,45,0,45,70,0,70,-99,0,-99,70,0,70,70,0,70,70,0,70,70,0,70
f43cc8db-a776-4dde-8e7c-01fb8e5a9903,9615rr0p,mantigrue_reaper,"",4,642,515,609,511,548,420,762,513,99,514,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
d8ca22d4-a506-41cf-9586-2af59d1cb190,9615rr0p,bark_mite_burrower,"",5,614,519,645,515,648,456,769,510,108,603,1,open_wounds,strong_disease,false,65,0,65,40,0,40,-99,0,-99,80,0,80,-99,0,-99,80,0,80,80,0,80,0,0,0
99d3eb5d-84d4-42c0-ba71-c966816be3ce,9615rr0p,mantigrue_reaper,"",5,648,512,630,517,673,435,762,517,109,520,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
5499a157-cf4e-4ef8-804f-ce4e3d64dd91,9615rr0p,mantigrue_reaper,"",4,660,505,622,505,591,425,758,506,102,511,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
e73b14a7-5c60-42eb-9230-892943e45382,9615rr0p,deranged_mantigrue,"",5,548,310,508,511,533,383,766,520,109,525,0,blinding,stunning,false,50,0,50,45,0,45,70,0,70,-99,0,-99,70,0,70,70,0,70,70,0,70,70,0,70
b072a5b3-4ff0-4d68-ac00-70facf8ba1cd,97qff336,merek_harvester,"",4,661,615,749,505,689,546,756,513,100,660,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
ddc726ea-690a-43c7-b75d-7aea5bfa0049,97qff336,merek_harvester,"",4,646,605,627,513,657,546,764,511,96,654,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
4d8ea2e0-e440-4896-8e0c-1707c9a70377,97qff336,gnort,jbe77mki,4,356,101,182,422,104,80,505,525,104,102,0,crippling,"",false,28,0,28,5,0,5,0,9,9,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
1ce69de1-3030-47f9-9b29-535d7d4ca19a,97qff336,gnort,611kdta8,3,353,109,180,425,170,76,508,523,97,114,0,"",intimidation,false,28,0,28,5,0,5,0,10,10,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
2302458f-0f95-4c6e-a67e-088fd529a072,97qff336,gnort,019pdtas,4,353,97,200,418,171,80,515,524,103,109,0,crippling,"",false,28,0,28,5,0,5,0,9,9,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
c0a779fb-6ad7-40ac-a763-9ecc2d340f9d,9avaio04,merek_harvester,"",4,732,606,696,511,705,551,755,506,96,655,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
627d93f6-fb8a-4c40-b63e-c35d4cf43b29,9avaio04,merek_harvester,"",4,719,608,694,501,696,546,752,508,96,652,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
649119e2-6da5-4961-b871-3528103e29ed,9avaio04,gronda,"",4,339,58,281,510,292,189,757,515,150,217,0,"",knockdown,false,20,0,20,15,0,15,0,5,5,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99
3e4dfe7e-3bf8-46e9-b806-1c8e15852ba2,9avaio04,rancor,rokh3joq,4,564,410,507,475,486,319,505,523,101,593,0,strong_poison,stunning,true,27,0,27,37,0,37,1,0,1,51,0,51,1,0,1,22,0,22,49,0,49,20,0,20
ea55965a-50bc-4874-85d6-c9aba665e512,9avaio04,merek_harvester,"",3,742,602,640,499,690,539,750,508,95,657,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
f1cf9b0e-1463-4f8d-9273-d8fbe509f17c,9ftbnh91,bull_rancor,"",5,741,667,680,516,705,635,512,520,608,686,1,plague_strike,dizzy,false,35,0,35,60,0,60,0,15,15,80,0,80,80,0,80,80,0,80,0,15,15,0,15,15
fe1fc81a-daa0-4aa3-9534-fba4a2b2965b,9ftbnh91,mantigrue_reaper,"",5,620,520,570,511,660,425,770,517,108,519,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
5bdf3cb1-0e0d-46e7-bd6e-6f0a9b7bd4ce,9ftbnh91,mantigrue_reaper,"",5,629,519,631,517,625,431,763,512,100,518,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
858be790-0738-4923-a214-35644e65ee75,9ftbnh91,ancient_graul,"",3,619,500,583,506,597,416,503,506,552,516,1,dizzy,blinding,false,60,0,60,45,0,45,70,0,70,70,0,70,70,0,70,-99,0,-99,0,0,0,0,0,0
e242205d-604a-4ffd-9bd4-b42821d443fc,9ftbnh91,bull_rancor,"",5,741,664,678,515,706,628,519,514,603,679,1,plague_strike,dizzy,false,35,0,35,60,0,60,0,15,15,80,0,80,80,0,80,80,0,80,0,15,15,0,15,15
dcc9a018-db1a-49bd-bd66-e900391889bd,9kfis0vn,merek_harvester,"",4,683,608,760,513,687,549,762,505,104,661,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
9324eca4-a38b-434e-abc9-2e310344af4c,9kfis0vn,merek_harvester,"",4,706,610,723,504,745,545,760,509,104,653,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
825813ed-f4b6-4f8a-b2d2-035d6a288d49,9kfis0vn,gurrcat,4ld7epf0,4,486,415,248,441,188,115,761,520,98,495,0,"",medium_disease,false,40,0,40,-26,0,-26,-55,0,-55,-20,0,-20,-15,0,-15,-55,0,-55,-52,0,-52,-99,0,-99
97dcff33-7492-4c88-acec-cfa907020d09,9kfis0vn,gurrcat,4ld7epf0,5,493,411,254,451,197,116,764,529,103,502,0,"",medium_disease,false,40,0,40,-26,0,-26,-55,0,-55,-20,0,-20,-15,0,-15,-55,0,-55,-52,0,-52,-99,0,-99
66c0490a-04a9-4c4a-8503-bcbbeeaa938b,9kfis0vn,gurrcat,4ld7epf0,5,501,417,250,453,193,116,769,527,102,505,0,"",medium_disease,false,40,0,40,-26,0,-26,-55,0,-55,-20,0,-20,-15,0,-15,-55,0,-55,-52,0,-52,-99,0,-99
e570b71d-c813-4722-92a5-a0440f645ca1,a3td9tam,merek_harvester,"",5,697,617,686,512,768,556,766,517,108,661,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
737224ed-01c9-4595-8fd8-239da7d784a5,a3td9tam,merek_harvester,"",5,676,620,761,510,648,552,768,515,100,662,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
4298349f-ee05-47d1-bb1e-08ed362b831b,a3td9tam,gnort,019pdtas,5,360,102,204,429,181,88,514,526,100,108,0,crippling,"",false,28,0,28,5,0,5,0,9,9,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
ec9ce3c3-5a49-411f-aeb6-ad626efc571f,a3td9tam,gnort,dq388v2f,3,358,95,178,418,172,6,506,512,91,100,0,crippling,intimidation,false,28,0,28,5,0,5,0,9,9,-99,0,-99,-68,0,-68,-99,0,-99,-5,0,-5,-99,0,-99
575f44b8-c80b-4009-a2df-997218a6570f,a3td9tam,gnort,019pdtas,3,341,97,189,414,167,78,504,514,98,98,0,crippling,"",false,28,0,28,5,0,5,0,9,9,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
af79de9e-4d06-426c-9889-d15eb1b78704,a9isngin,merek_harvester,"",4,750,608,732,513,658,544,762,511,102,659,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
8ed27443-106a-4853-be24-e1ff3205360f,a9isngin,gurrcat,s98hmhqa,5,495,410,181,406,206,125,761,523,104,336,0,stunning,intimidation,true,40,0,40,-1,0,-1,-34,0,-34,-1,0,-1,-1,0,-1,-59,0,-59,-74,0,-74,-99,0,-99
80120874-f14b-4417-ab51-531fd4331152,a9isngin,huurton_pup,"",3,10,0,6,504,11,19,757,500,99,38,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
84efba8e-c7ed-46d7-a11b-0c1cc530b461,a9isngin,huurton_pup,"",5,11,18,15,515,17,30,761,512,103,45,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
7a7578fd-0ab6-4c51-af5c-cc0ce43c0e42,a9isngin,gurrcat,s98hmhqa,4,493,409,184,406,209,111,759,515,102,327,0,stunning,intimidation,true,40,0,40,-1,0,-1,-34,0,-34,-1,0,-1,-1,0,-1,-59,0,-59,-74,0,-74,-99,0,-99
0064ffdc-bcab-4c73-ab43-7857768b18a2,ahv8bvor,voritor_dasher,"",3,625,204,572,501,585,298,756,503,98,465,0,dizzy,poison_spray,true,0,20,20,-99,0,-99,0,20,20,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,0,20,20
c091739e-573d-40a9-85b0-089ef445f0e0,ahv8bvor,kreetle,"",3,9,4,11,509,8,55,750,501,227,47,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
6e4b9408-8a06-4589-91b7-52a8dfd123bd,ahv8bvor,kreetle,"",3,6,2,6,502,12,53,751,500,233,41,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
088a2b24-f30f-43ab-9fec-ed92c5ecd24e,ahv8bvor,kreetle,"",3,13,1,9,509,12,52,760,506,236,43,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
19fd37a8-1169-4560-adea-285566adc935,ahv8bvor,voritor_dasher,"",3,539,203,576,499,517,294,758,503,98,465,0,dizzy,poison_spray,true,0,20,20,-99,0,-99,0,20,20,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,0,20,20
47be0eba-a01c-4635-8c67-9912a8d9b84a,ak2k8ng4,merek_harvester,"",5,669,617,763,509,693,551,765,511,106,667,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
44557b11-d4ee-45dc-8967-14bbce755d24,ak2k8ng4,merek_harvester,"",4,645,607,630,505,657,543,757,505,101,657,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
c9f79cce-c5f1-4fb3-86ce-788068fbad24,ak2k8ng4,gnort,767fs25r,4,324,103,205,413,160,72,509,520,101,107,0,crippling,intimidation,false,28,0,28,5,0,5,0,9,9,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
53a97cb7-0f4a-47ae-a44b-861ba4a6bb83,ak2k8ng4,gnort,767fs25r,4,323,100,196,418,153,70,511,527,99,105,0,crippling,intimidation,false,28,0,28,5,0,5,0,9,9,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
4f83a8c5-3834-4719-8bfa-76fd9685f07b,ak2k8ng4,gnort,767fs25r,4,317,96,198,413,153,74,507,520,102,102,0,crippling,intimidation,false,28,0,28,5,0,5,0,9,9,-99,0,-99,-68,0,-68,-68,0,-68,-5,0,-5,-99,0,-99
c6d55c4a-667f-4d8e-8463-496bf8999785,amekmbm1,bark_mite_burrower,"",5,622,511,649,516,603,459,770,514,110,605,1,open_wounds,strong_disease,false,65,0,65,40,0,40,-99,0,-99,80,0,80,-99,0,-99,80,0,80,80,0,80,0,0,0
23df57af-0c0b-4028-8eae-6d6ac312cd8c,amekmbm1,arachne_queen,"",4,671,664,738,508,634,622,763,514,101,663,1,poison_spray,strong_poison,false,50,0,50,35,0,35,0,15,15,80,0,80,80,0,80,0,15,15,80,0,80,-99,0,-99
0c4532ab-6688-403e-b22c-c0f00f9d83de,amekmbm1,savage_quenker,"",4,269,164,267,506,236,251,755,514,194,368,0,unknown,stunning,true,35,0,35,35,0,35,0,15,15,0,15,15,-99,0,-99,0,15,15,0,15,15,-99,0,-99
4568a6f6-f5dc-48bf-940c-d879f07cd506,amekmbm1,mantigrue_reaper,"",5,565,516,589,509,608,426,760,517,101,523,1,unknown,"",true,40,0,40,40,0,40,70,0,70,0,0,0,70,0,70,70,0,70,70,0,70,70,0,70
a29a2667-7943-4e91-980b-9521297997f2,amekmbm1,razor_cat,4rc8sbi0,5,602,560,435,413,327,202,770,526,105,430,1,"",strong_poison,true,51,0,51,37,0,37,-61,0,-61,68,0,68,-7,0,-7,11,0,11,71,0,71,-51,0,-51
3650df5d-dd6f-46ab-ada7-2199c07cd5e8,aobcmg94,voritor_dasher,"",5,625,215,617,513,562,303,761,520,108,470,0,dizzy,poison_spray,true,0,20,20,-99,0,-99,0,20,20,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,0,20,20
e99f5385-d894-47a1-933c-873de4f71505,aobcmg94,huurton_pup,"",3,10,2,5,506,10,24,754,507,97,38,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
d5e3cbfc-3a84-4320-a0f5-5559c8b1d596,aobcmg94,huurton_pup,"",3,11,10,3,507,5,25,759,502,94,36,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
a99ab427-fd0a-475a-a00f-0adc70c6759a,aobcmg94,voritor_dasher,"",4,621,211,619,505,556,303,762,507,98,470,0,dizzy,poison_spray,true,0,20,20,-99,0,-99,0,20,20,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,0,20,20
8e1cd97c-af68-4a5f-ac6e-a37cc8b3b97f,aobcmg94,huurton_pup,"",4,15,9,6,514,6,27,756,511,98,40,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
c8ea04a7-1fc4-4edd-bc57-f2fa84eb2dab,at8d24tc,merek_harvester,"",4,736,609,675,508,696,552,762,514,96,660,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
fd32b79a-695e-4ca1-a376-783e7c0f38d2,at8d24tc,corellian_butterfly_defender,"",4,131,61,128,508,134,189,759,511,105,266,0,"",intimidation,false,0,5,5,15,0,15,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99
a3819820-0dce-4a42-bd22-e2b421367699,at8d24tc,corellian_butterfly_defender,"",3,125,53,123,502,126,185,756,507,92,269,0,"",intimidation,false,0,5,5,15,0,15,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99
c7a46896-ec2f-4a12-a51c-974b2ed09ea2,at8d24tc,festering_squill,"",4,423,165,427,504,383,281,756,507,101,394,0,blinding,medium_disease,false,40,0,40,40,0,40,0,15,15,-99,0,-99,0,15,15,0,15,15,50,0,50,-99,0,-99
92af51ec-c37e-4045-86fe-ed469b9c5c8d,at8d24tc,rancor,"",5,643,512,681,512,681,471,513,515,556,615,1,stunning,intimidation,false,30,0,30,30,0,30,-99,0,-99,60,0,60,60,0,60,60,0,60,-99,0,-99,-99,0,-99
9c123968-6a1c-4e88-b48e-cc12c982580d,atsfiid3,gurreck,shi2ri9k,5,576,285,549,584,482,364,769,174,100,159,0,stunning,crippling,false,50,0,50,60,0,60,0,27,27,0,27,27,0,27,27,0,27,27,0,27,27,0,27,27
16a7ab81-522a-406f-a6fa-4efca2dd53af,atsfiid3,gurreck,6qvncjh2,4,557,283,414,308,310,180,764,353,102,151,0,stunning,crippling,false,50,0,50,60,0,60,0,27,27,0,27,27,0,27,27,0,27,27,0,27,27,0,27,27
e3642107-9f88-4ab5-b72c-1bb8b7a47418,atsfiid3,gurreck,shi2ri9k,4,562,277,547,578,477,353,756,177,99,152,0,stunning,crippling,false,50,0,50,60,0,60,0,27,27,0,27,27,0,27,27,0,27,27,0,27,27,0,27,27
84060477-c3b4-46f1-a102-39f71e255e5c,atsfiid3,gurreck,shi2ri9k,3,562,275,543,579,474,353,755,170,93,154,0,stunning,crippling,false,50,0,50,60,0,60,0,27,27,0,27,27,0,27,27,0,27,27,0,27,27,0,27,27
eff0aa48-adc3-4e2b-be7f-c7ac1a0538fd,atsfiid3,gurreck,shi2ri9k,3,558,278,538,580,475,353,758,168,99,146,0,stunning,crippling,false,50,0,50,60,0,60,0,27,27,0,27,27,0,27,27,0,27,27,0,27,27,0,27,27
e2dace76-45d2-42e4-9063-f51a11904bf0,b14a4i8b,merek_harvester,"",4,752,607,735,507,659,548,757,514,99,661,1,area_combo,dizzy,false,75,0,75,-99,0,-99,0,10,10,0,10,10,0,10,10,-99,0,-99,0,10,10,-99,0,-99
b8257b26-913f-4820-bbf2-262697f3ab8c,b14a4i8b,corellian_butterfly_defender,"",4,128,64,122,508,129,198,763,507,97,267,0,"",intimidation,false,0,5,5,15,0,15,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99
96e15635-b689-4fde-b196-efe5668bde9a,b14a4i8b,corellian_butterfly_defender,"",4,125,61,115,510,122,190,760,505,102,273,0,"",intimidation,false,0,5,5,15,0,15,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99
bc64557a-2aaa-4803-9b6c-c9d3bb4bcb36,b14a4i8b,festering_squill,"",5,363,170,400,510,402,292,766,519,100,392,0,blinding,medium_disease,false,40,0,40,40,0,40,0,15,15,-99,0,-99,0,15,15,0,15,15,50,0,50,-99,0,-99
41589e0a-86c1-4f1b-8ea5-77114ce5b572,b14a4i8b,rancor,"",4,652,507,696,504,653,467,505,506,555,611,1,stunning,intimidation,false,30,0,30,30,0,30,-99,0,-99,60,0,60,60,0,60,60,0,60,-99,0,-99,-99,0,-99
315b8b9c-d081-4bcd-8fbc-e26b1f046194,b3np596f,greater_sludge_panther,"",3,427,103,475,501,472,231,957,504,416,299,0,crippling,"",false,35,0,35,0,10,10,0,10,10,-99,0,-99,-99,0,-99,-99,0,-99,45,0,45,-99,0,-99
66943429-178f-489a-9b40-3752413a9a13,b3np596f,greater_sludge_panther,"",3,426,100,468,503,468,233,955,503,409,300,0,crippling,"",false,35,0,35,0,10,10,0,10,10,-99,0,-99,-99,0,-99,-99,0,-99,45,0,45,-99,0,-99
d1ba4de7-a137-443b-84ef-12f76f184f6e,b3np596f,kima,"",4,261,60,300,508,280,193,765,512,101,208,0,"",intimidation,false,15,0,15,20,0,20,0,5,5,-99,0,-99,0,5,5,0,5,5,-99,0,-99,-99,0,-99
68808ade-bc95-457b-82d1-398cd6802b80,b3np596f,savage_guf_drolg,"",5,166,63,156,511,181,182,769,518,107,219,0,"",intimidation,false,10,0,10,0,5,5,0,5,5,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99,-99,0,-99
b07fa087-7e44-4374-ac6b-e9709e6a0a17,b3np596f,kima,"",4,263,64,305,504,278,190,761,508,104,206,0,"",intimidation,false,15,0,15,20,0,20,0,5,5,-99,0,-99,0,5,5,0,5,5,-99,0,-99,-99,0,-99
b04b1bd6-73ee-4ce1-ad24-6abdb48ed184,b8a0cl31,fambaa,"",4,582,213,542,513,560,336,757,510,420,414,0,dizzy,crippling,false,0,20,20,0,20,20,0,20,20,0,20,20,60,0,60,60,0,60,-99,0,-99,-99,0,-99
4c7673f6-6f1a-41bb-8698-d6163a72d1c6,b8a0cl31,peko_peko,"",4,136,7,116,512,128,162,764,505,376,195,0,"",intimidation,false,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
d888c1ed-6fd3-4aba-a9b4-02cbe0baaa7b,b8a0cl31,fambaa,"",3,578,205,534,504,547,333,758,507,414,406,0,dizzy,crippling,false,0,20,20,0,20,20,0,20,20,0,20,20,60,0,60,60,0,60,-99,0,-99,-99,0,-99
643c1be9-a8f3-467b-9fa8-48282b0482aa,b8a0cl31,peko_peko,"",4,129,11,123,508,123,160,506,506,374,190,0,"",intimidation,false,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
c31e2e2d-31f5-4644-8734-ed2bbc9f8246,b8a0cl31,durni,"",3,22,3,18,504,24,93,502,504,96,70,0,"","",false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
9c6c696d-e098-48c4-8d92-367bee2462ed,b9a7mmi9,nightspider,"",3,16,1,14,502,13,98,1000,507,96,72,0,crippling,mild_poison,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
cb9ab01f-7c08-477e-811d-9f9fe7609148,b9a7mmi9,nightspider,"",3,18,8,21,507,18,100,1000,503,99,64,0,crippling,mild_poison,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
006f74aa-a79a-476f-be8c-55a4bfde2304,b9a7mmi9,nightspider,"",2,12,0,8,494,13,92,1000,503,93,61,0,crippling,mild_poison,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
91b7c0bd-7a45-47a7-92f2-279da38a5804,b9a7mmi9,nightspider,"",3,21,2,19,505,18,92,1000,500,94,69,0,crippling,mild_poison,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99
