experiment_id,serial,quality,hardiness,fortitude,dexterity,endurance,intellect,cleverness,dependability,courage,fierceness,power,armor,physique,prowess,mental,psychology,aggression
6a382379-f74d-4ec2-bb72-a700bbda9d52,t4e4c36s,above_average,152,26,109,308,77,59,679,305,28,75,"",9290bbfc-1be6-4d6b-95aa-101946c226f3,8b751cca-3717-4c8e-8f06-c4e5ac24c740,adbeb09a-4d1c-483e-9a15-457d8f12a2f4,81d30009-3835-424a-94bf-6bee36e2ee19,ebdd3e37-552d-4d7a-8f83-d4fbc289d63d
d13c4a4f-e44b-4548-b093-e354f5b982c3,q5m55006,above_average,498,250,527,506,508,298,841,434,29,217,"",f4c20212-630e-4614-adef-65d754202f86,8628fb5d-aa6f-4a66-856a-65f7378d5654,168a47d9-855d-4ca0-8a0c-1c8f2cdb1ad5,ade8243c-e38d-4ea9-94f2-89b97c6719e9,f2046f84-28d8-48be-8b90-ae13b2f84a33
1719618f-5f5e-4df9-9436-f16f960ffce9,g012j4jt,above_average,126,90,156,354,45,39,697,334,24,30,"",e1aa4368-1dfc-40b4-9f05-98c150a1d52b,b48c5fa4-594d-4d60-9d50-7e4940b98441,f57cddc9-4210-4b3a-a5ea-01743ffb331d,2791bb63-fec9-4df9-809c-a606c28da392,3e97f8a2-f3b7-4b03-bff5-13f714693612
06d84eb8-170d-45a0-91b9-18cd19507210,1pkvvf9a,high,679,505,457,329,487,332,581,430,307,546,light,52e30924-582f-474b-b81d-c4fb0df4cfaa,e83cb98e-2efa-4c82-a057-6560e0255fc6,a225c517-dbb9-4cc3-9528-f5ca16a700b4,80f04048-d056-48cc-af6e-4cf4c97167ed,1140548a-ee6e-4f63-9a20-5e197f9c4c25
1bb89158-148f-4197-a09b-06f54dfe6cb4,9gliqj4q,high,38,16,64,296,90,85,693,289,26,40,"",0a21fdf8-93fb-41d2-8b0d-acc42a38dc51,3c2b7857-3d0f-42e4-8fdf-36949f39c226,e376f5ff-0935-4dad-846e-f5cd7292804f,84e522f1-9bb5-48f7-b993-c2db23ec8813,1df10440-7d43-4eb6-94e6-3f38a4393a19
f6a7e345-fe3c-455a-b255-4793471dc2a7,b8mhk57a,high,662,609,566,389,625,533,687,515,418,622,light,aeb2893d-8fc7-4e58-bc3d-0ef04b8cb6a3,76452213-f697-49cd-8c71-1b7dee77909d,74535c0a-0c4d-466a-9616-1892c0a33548,0eb66c48-7238-4844-9969-533b0e7f3979,aadf2b74-5d79-45e1-af1c-39d282ec8438
aa7173f7-bd22-4c7a-9439-ce31974f9752,121tivgq,great_success,233,34,214,331,113,67,736,336,75,95,"",b73a456e-532a-4c4d-8918-2b448db8ac27,eaaf32f9-9c18-48d9-b0ec-fc9f82c779c7,51eb3abd-9a4b-4ee4-83e2-1e556a671ab6,cc7505a0-90a1-459b-ba16-50220d4a09e4,e471d3cb-9224-43bb-935a-6c544c85cce0
bde3c345-77d8-4ba6-ad44-27ccfb51a74b,tjca3o89,great_success,415,337,441,335,521,336,476,330,186,299,"",9805d262-35f6-4345-a1c0-c3f1a45970db,133720e5-0896-496d-a494-260c4d73bf9d,f806c646-3ec0-47cf-a446-dd9664a14bcf,ddb33031-138d-4dbb-b9b8-faa16773b504,4d87c111-87be-4157-b2ad-aa11dbdb0772
0ba6823e-5584-4cbd-8bcc-ea11eaca21ab,407q5bd2,high,557,436,386,297,101,47,760,522,26,137,"",4ea6500c-1f02-4248-bb47-aa7832bd71d0,cd7d316b-4acd-4863-9b64-b8930144c541,00d29a53-6431-4248-a2a1-babbb47674c3,bf58a391-1b3e-4481-8e9f-c056ce316cea,22ad04bd-e8e4-419d-8815-59bb8bc38c9f
c22cf6c6-463d-42fe-ae01-cd2f4be0665a,t5p7kgfv,high,154,72,123,343,140,137,694,336,26,64,"",2c954cc2-5fc5-409b-aa89-8233ebac6789,669dbe99-c85f-4f04-8f8d-50ac12d04292,fb49b01d-8fda-4580-972a-e07d6a34c44d,d87d2c80-6758-4334-b80b-49a3125fd275,0132a03f-7c29-4721-8507-a58d2c5920d7
34ef5671-841f-4acf-a411-a294ed83465c,k82getu9,very_high,384,101,186,344,122,70,791,517,76,98,"",7d05bb61-14bb-46d7-86e3-875811af282a,2204ed35-260b-44c3-81d0-469b1cd573dd,6962b1c4-c4de-46ae-99f4-a672fe3fcb33,784ba7d7-53f6-4418-8b59-5e7219360e16,7d75ed89-df53-4f55-8c3c-df04c48864b6
dbb88eb9-028e-41f2-aed2-9bb6de41a837,r1jdtuhb,above_average,507,416,473,474,134,85,680,509,41,342,"",2c651458-3ac0-4655-9cd1-050f16f32778,a0cfd99a-93cc-4e08-9bfb-7e6c5047f207,8b09ed88-263b-422c-b7ae-9845b68aa74c,eb42ae50-9578-4410-b0bf-de18accbc859,a5ef801d-bfa8-43da-82a1-cea6364d8217
32092966-e1e5-45b8-9dc2-b56a4e2e209a,ctiggpgr,great_success,494,359,385,347,272,97,692,342,26,247,"",ac1f0595-863c-4f2c-bad0-2daad9bbf263,29144761-e6b6-4ed8-b2a3-afb948146528,8f554d9e-cfa3-4c7d-88fc-3d43db369398,ee5b6b63-f0ac-4c15-97eb-40058b18fc8f,985a5193-db6b-4be9-bfbd-965c3e500bf4
67ed6af4-9bc0-4365-9ea9-78b39eaa2376,d47r28hd,average,4,1,16,276,104,51,515,281,23,12,"",2f459c86-7dcd-44be-b899-181ef88c0a3a,6006dfa8-9dae-43b6-a86e-4fc8e61a6859,b0d45782-d661-4c19-b458-9fbdf4a34bb2,5ea58a52-85d3-4362-8f2d-6ee2f535c843,87ec0d98-9a1f-45be-8ac5-8b4e81588c00
e7e0a2ff-8f5d-4aed-a71f-0a34328e93fd,39k9ghma,above_average,395,140,220,385,71,60,510,332,365,347,"",8aff2e77-b388-4fa6-8267-f008b83e2230,3b4fe633-55d6-49e1-ae1d-4d244de89937,0eda8d86-a23c-4cd5-b395-4422e88b80ac,923d25a6-8b33-45cb-8479-cb9aa9a0840e,08249f3a-8dcf-471e-8b14-9dd5235b60f9
b1d43448-b2fc-4fce-b906-be05d4238b4e,n3hbo346,high,268,212,130,338,99,55,696,337,33,358,"",3e746375-01cb-42df-a25d-0fb2c0f10c44,e9db7fc9-aa91-41ab-93e9-ec21790a3fca,c4c7925e-96c2-47cd-9229-597ad949eff9,aef03c68-fe2e-4aa5-9f64-1b0260eb999b,62dcc67e-d72b-4f12-9c37-c8763197c675
15cd79c2-8af4-4ee3-8508-21c98f0e65b0,gl9kjsm2,great_success,347,249,193,333,118,105,655,335,25,366,"",574aadc6-aefa-4aef-a070-174888399aae,78465f2d-c8bf-4e6a-a0fb-20b87e508072,1c475814-17b8-4444-b0e0-be2b90488f34,4599c9f5-df2b-4800-bea8-0166a32c805c,3b591f32-3f59-4363-b2cd-f216b29423f2
cfc9132c-6f7b-45e5-a4b9-0513fb9beac2,hg28ev68,high,164,87,175,289,137,133,694,174,25,21,"",56334a7a-642a-44c9-b6fb-f930ab914e38,d808139f-39d7-4bd7-adb0-1b8a85fddda4,60d03a2e-cbe9-4a49-906a-8f50d20e2fd4,e70074c0-4c63-48cd-97e3-54cdcb0c37c6,7fa1d6b4-f06f-4b63-954d-c5bd72008331
6a8c500d-b4e0-4180-92a7-12e2c17cb4e6,mimktdn1,above_average,514,470,189,264,122,130,715,294,100,417,"",7acd0414-573d-4a96-bcde-75012be6ba37,b80d77ff-2bd9-42a9-b3a5-ede38aa3c957,aa5ce0a0-4166-4ac6-8d48-0110d0421701,1fb9bc76-5e1f-4163-aea7-ce58f66c5976,ee85f43f-2937-4fa8-993b-2c9e30ce0788
52ccf271-17f7-4ac7-ae53-3055a0762299,3jp1ttp5,high,582,525,473,330,529,281,578,508,264,303,light,5b4c2523-e647-4e7c-b936-3c2ddf36161e,ad2bbd9d-0dc4-4096-9046-e8cef0968f2c,938f4466-5510-4aab-bbeb-578cf414f093,1f67ad90-7228-483e-a036-6f113eae3ce8,41882806-3323-4335-af2e-755ff949dca7
cba2e601-a477-4fee-aef2-0b048871e50e,eo6t0d5o,high,54,31,59,343,65,77,576,515,26,33,"",e7e1de52-5ab8-488f-a46e-3ea0d79badd0,be74511f-ea66-4a4a-a9f4-c7825c831d1e,a85f9eb3-5b0b-42f5-bbee-69c529911962,6a6204c0-ca56-40a5-a0c7-e693435a77c4,382d65a8-b704-4d8b-8377-7411c852088c
1415c1ab-e315-4a4a-ab43-a599fec05afb,81khfajq,high,551,463,257,348,17,15,759,512,101,334,"",20887461-0eed-47f2-94f5-66fecae985c4,e05a02ae-2364-4c27-b5b7-3677759a7a4a,07d4bd4f-845f-4164-8064-a239082c2f06,3dfb6929-5d12-4143-84d5-d7817a6bde84,19c54c58-76b5-4980-af87-0e5b06ef519f
f8703af2-da04-4f3f-9015-7d5d568ef204,ioucfr65,high,615,455,609,514,618,476,341,318,206,338,"",be4a9e35-03ee-4ef9-b395-549db535f7f7,c766b491-7a21-4d6f-a1c8-4d549a86bb0d,339bdb25-c7a1-4c18-b99a-e181b0686a3e,7b3b0a7f-805a-40a6-b1d8-a92e8f6a5828,a43f659f-2ebe-4713-890a-553eea10ca6b
d1ae6074-ec6b-4bc4-b717-0c7aaea5b86d,er9nq4et,amazing_success,384,262,3323,311,98,51,692,341,26,139,"",eb290708-8b27-4e81-ac7f-3d30f81cdb11,1126b895-9a39-497c-ae43-f35793e53c5c,030963a7-ac8e-4da0-8023-aa025ed4f02d,ad9a9289-0890-4925-a11b-434f98bfd019,ae924706-fb7b-4a6a-8ed4-4b4676eed262
8d3f989b-8ad1-458d-83c0-deb085f3d80c,q7n6q9pa,above_average,344,87,216,331,120,68,785,501,2,94,"",2abed343-161d-4dfe-aec4-434c0219e4e2,285502f6-d94b-40f4-8e90-e8e93be80315,2792ebb4-7690-4e79-b5a2-dacf4e9081ad,74c6a0ab-3122-4e73-9d32-ac7d1c24bef2,fb9f755f-83a6-4752-809b-ee5273ace5ac
909a71a3-3f92-46ec-a600-36475c9d0f85,qocj2h8k,high,499,205,481,475,470,295,622,338,226,251,"",fdff80a9-0821-4011-84ea-a641dbf1a7e5,978f41f7-a862-47aa-9263-0e8c213f76c1,743aa705-9bfb-4247-92fb-34a6f2d56a77,bf13a423-8de0-4484-aac6-474fe9849cd7,8eb63b1a-c17b-4d73-a740-f072b1198161
f75aede7-01d2-4a19-8f14-d82edcfbea93,tho778jf,above_average,7,1,7,254,6,21,574,255,35,28,"",41f01b44-5a97-4001-9937-c1d23ad3f08d,,,,
c9e2d848-c674-442b-a4dc-a5496e174ec1,hhji6a80,high,386,98,200,335,117,69,790,514,78,97,"",e70cd5ae-2f4c-4d7a-87c6-1e0e035c4c83,7f3e9d05-d2c4-44c7-bc2b-8b6106f0049e,2369636d-1166-4b0d-81a0-4854b0ed1306,d505bb41-2b79-4184-b5e0-00f6479027fc,b0a55064-de92-4959-abf5-7d21d5193200
5fbb314a-3f1c-4f54-842a-fdea21b9e003,t1e1bjda,great_success,408,115,294,86,213,60,687,347,26,129,"",96aa9db6-c24c-40c8-a3e3-233ebd15ea8d,9c5f7b89-8ca5-47ee-92b9-73f257daa110,5c052b7f-e49a-4523-b3fc-2535df121d56,1edf9365-643b-4ce6-88b2-24d11fae8da8,0e9eaa14-d970-460b-ae72-e2e1276ef148
257a406e-5681-4ee8-9266-e53b4e78f548,6h71keks,high,643,559,421,341,383,208,420,347,24,412,light,33dabd1c-0430-4631-8dcd-31fb480fd1db,7c0c064a-3ab6-466b-9902-14384ef4f41c,93ac25f0-ce8f-4f9b-bd42-e569988c8160,ca5fad71-35c7-4ec3-a3e1-9caadf73b151,09c0f48c-d181-46ae-9063-4fda4c647114
3d6cf7b3-0d06-45b1-9a5b-37fcf2e72b8c,7jnhjfpr,high,485,424,91,283,16,1,756,512,27,113,"",b901e9b1-12ca-41bc-9ded-2a217a9dd6b2,00f223d8-3358-404f-b89d-3fb2f73eaa73,f8a9004c-8fcf-4f89-be8a-923c05b8e569,94086b2f-a754-4d64-8659-6661625c372a,966fab01-b888-4cd0-876e-4713a4140394
37da08f0-8acc-44e5-9ae6-1dbba1165def,kaj8gq3t,high,609,443,332,304,142,141,768,522,27,199,"",0566c4fe-f8e9-4772-b97b-86cd106d7aae,41f1a559-3c1c-48f5-8e6b-fe0c1bafbcc2,f217db0a-906a-4d1c-a30a-9a693c2507d5,b3aaccb7-e143-46c8-a293-8d92fb1ca004,5794faa3-ce4b-41bd-ad82-9a63d05b4db8
2c21c35a-448a-49f5-afe0-b9c53281547f,dnoc79f5,above_average,633,515,539,416,581,369,692,427,226,510,light,b512b745-802a-4e2e-a4e3-e2ae61e775bd,9aeaf262-c296-41a9-a08f-64a0c9c2b300,836a3a43-da4e-4633-95f2-aacd79a5a258,731e2b3f-0a2d-4812-8654-4747f1711f5f,ca3a5031-c42a-4b99-8130-d17a0d4394ea
2710809e-499f-4c47-b4cc-bbc2c2312eac,chaofnj2,high,487,442,203,316,15,16,760,515,103,323,"",9da3e15a-a5a1-43ef-bcbc-16d698682c92,cf7e4c19-c289-4854-aecf-bc8972bd9ad9,288f4597-b40c-4744-89ba-935917ecdfa9,48ab009c-d498-4493-a420-b781eaff9c9d,508828b9-5c4e-43af-b169-ba05d4b32d5b
0be61005-d87c-4026-99be-2dc769e4b5a5,4t68q2pb,above_average,332,93,208,329,113,66,782,513,74,96,"",8c776ef2-82ea-44d6-b8c6-11b010021fb5,47e003ad-3e7c-4815-aef9-499b6884d995,4080436a-454a-458a-a624-5efb0fe49d0a,b9b0a9ad-e318-4d43-9d7a-7916d1f1c1ca,4d4afb77-928b-420d-90b4-42310b0509f0
a737e1e9-b34a-455f-b7e0-2d587dbc4f77,5kq61f9k,above_average,573,427,355,433,133,137,757,520,25,45,"",dd80e855-15ba-4606-aab3-99a7315d67cf,dfb8abec-1dc2-4b4b-a358-2260a3e4e05f,8ba37774-e653-499a-a4a2-061e3a8fb1a0,30d7510c-1d2b-4e24-b3a0-a202b35b1206,e355fcdc-7697-405b-b0c1-6f7ae3adee80
b1a397f7-8115-4ddc-b056-4a81487cf568,m621m8ul,high,419,94,207,332,119,68,786,512,75,96,"",1846d45d-b4be-4657-95f3-659a9515b155,5d03c1c9-48ba-4921-af2d-38ab43df1369,6b332b87-cc3e-4cbc-9774-f403f5208a0a,fbb5f7b2-908e-45a3-b5b9-df426f07dcff,b755a90c-fc38-44a1-84f5-9885488d835e
04a16e49-0dc0-4494-b44d-6ba7bea6a998,4dvicp9c,great_success,494,264,313,299,92,43,691,343,26,129,"",45d6c32b-1446-44b9-a270-fdb4f2e19490,b124bbef-e2cb-4848-9c21-cb80bedc65d1,04f4f4bc-f23e-4c7f-951d-f8ccc23d31f4,5ad41cb2-5a39-4b55-96ff-28dd08624364,c26007d0-1295-4de9-87b6-76a6b25137ff
9f505510-f24b-438d-b8c1-81f99a9449cd,ovn4nsid,great_success,346,302,145,305,36,46,689,337,27,214,"",a5eabb7a-d050-442e-a1ac-78aa4bfbe411,5021cd1f-24b8-4a0f-a9e2-b11af6307b4c,c10fcc69-b4e8-48bd-a677-2ee5c19b487c,ad4c78d6-a89a-4467-ac7f-97a2a92da73f,ece933f2-ee5f-4bed-be2c-ebd62699f40b
d9cebef4-4cb4-4826-a7ba-16ac56c45010,kg19t749,high,181,42,67,336,25,38,688,337,26,143,"",fd0a572f-5463-4670-a37f-b353242f6d3c,8be4d726-bd3d-49f1-a711-ed27c8131923,f0ac9dce-d212-4b5c-9412-1d26522fb4dd,4170879b-0fc0-4012-a1a0-27d73e49ccdf,ee3bb7f0-bd92-4b53-a225-9353cfb52b85
7cc4b239-32cd-421a-8fd5-1f77736070a2,ap9b343e,high,649,621,596,422,554,388,633,511,281,534,light,6f845515-81cb-4777-b70f-e4d8a4852b32,bea0ba74-69f4-4be9-bf79-2cf3c85dc0c6,3aaa8d80-bb8a-4eb4-b14e-c1089e8f1886,b435511d-0c6d-45d1-a592-13ccc688d565,f9e33367-6d07-47e8-81af-f202a9ff4283
93797b66-fe1d-495b-89fd-271823e0df0b,niqh3vcn,great_success,193,23,216,333,117,68,725,336,72,93,"",98c8d7f9-5052-49b3-9993-42f8ec8c5b71,b68540ea-f165-44a3-b883-d21eec647dce,cb510d8b-7184-4867-8a8a-555eaf9d88c9,129ffb1b-f089-48d5-aea4-7acc65c3e739,1a88e528-a0a5-4b9e-844f-5759a8d2ffc2
ddccfdab-75a1-4493-a3ec-e54cc5a4d550,3c968q42,above_average,511,300,547,427,504,375,487,253,212,363,"",9d6c7bfc-e400-4769-a248-6ba4561f48ab,d022a24a-81cb-4479-a3d7-e1409d2bb990,cd6437d9-e314-47e3-95af-4ad788291877,59ffd478-cfd4-4865-8057-6f875b9031c2,d5775b74-4005-4d3c-8434-e8154c7498e7
ae1c5979-15b6-41d4-909c-eafa927a11f0,bgusn1g1,great_success,513,327,426,331,444,205,698,350,27,237,"",90854aa0-6523-4c66-a507-7077de074458,aa370053-9a1f-485b-81d4-6057a20d81b5,348261a4-4fba-4525-a248-4619bf63b53a,dff81ddd-650a-414b-89e4-5ceb2625a77c,81b487e8-fa6e-49b5-9fae-fd6b7f5c6d82
9fb49973-d1a4-4d86-90be-39c18bdda855,6jpb28m6,great_success,361,284,175,326,15,13,689,338,25,190,"",0e122c6a-e9f8-4c0f-9889-ca4592287660,373458f6-a775-4590-94cd-38de78e05a0f,ece6c117-bd65-407a-9246-0259dbe8c58d,7eaaaf61-288d-4e15-bd64-0306c1106f6c,532af86c-c1b3-4e01-a25d-67dc81cd6825
fa6b6c33-8cd1-4f8c-89a8-37f00cb98c6d,i8k3icef,above_average,46,9,34,331,44,45,661,334,121,49,"",5820abb5-650d-41ff-b0e0-7d175a7c3dfa,6043ca37-c1fb-4337-8e92-fe79e948450b,2327ace8-b5ef-46c8-b48a-389d64ea30cf,60467734-a2f6-497b-b5f6-2fbe994b7440,38ee7b61-495f-4ec0-81c2-478e1566453e
b809c168-24c9-4a3c-ba0c-542bceeafd5a,mrc6d28i,great_success,525,391,558,290,344,243,699,346,26,303,"",b9a86fc5-6f11-4fa4-8147-a7915796b335,14944cda-9b1d-4d75-aaea-dc029dd52c97,170b77fe-2990-4f3a-bdd1-1111ae7d9f5a,67810cec-a053-4e07-9c1b-83bd198f7048,e7b1a083-b728-4627-9923-9a452fe4ecf0
c2f95f4c-c8b5-4bce-991f-cc5c9fb2b99d,rjifhctv,great_success,426,260,356,302,95,44,686,342,26,125,"",9e113797-711b-4612-9b27-ac47b8fadc32,753b6a5d-07c5-4b7d-bb5f-9869d76a72a5,c0325d0b-a729-4bfd-bf25-7ff2e5dd1445,17dd1928-1b37-41d3-899e-6b6dbd3e6eb1,2dc0f666-fc7d-4d26-bca7-8ac4a7090039
f2db7958-c23a-4261-b6a7-f93e9b45b154,p8p9no5v,great_success,489,265,330,303,100,47,693,349,27,128,"",f7f64063-cfb5-4c84-8229-7998815d5068,959cfa21-a703-49fd-a885-192fef086763,6081131b-23a6-4a02-b8f9-3f7af011fc2d,7fcfa0bc-0d3e-4e2c-8a1b-5801257b80fd,1d7b044e-368f-497e-9feb-462275bf5210
bb136b4c-ecd9-43d3-8160-6749311368ec,u0jr2aed,great_success,457,150,438,331,502,214,391,338,137,317,"",cb4fb6c8-4eb6-401d-86cd-2eb7e5e89680,70696fc3-8107-449b-a93b-4fadc6722ecb,04d6a66a-d17e-4bf6-84ff-9e18908cf8d2,b3f199d5-9fb0-47ca-82eb-c50e4d2444e4,bb892367-6d74-47f6-9652-2ca4912e2de5
c1bbb5f0-d0fe-4b55-a4b9-bab3515d6482,t7upb6ne,high,626,533,508,415,574,431,757,509,98,466,light,202de40a-620d-4bbd-a50d-fe8573ec51bd,f896c9ee-d414-444d-a1b1-3cc8dab26a34,7efecdb0-a71e-40b9-bcf4-c2c39b31d61b,7e7df63c-5b9e-45c2-b0c1-55f45a4c3a92,3fcf6ca6-4717-4c52-84ed-ad03992f68de
2e05cd54-47be-4c4a-80db-aea8b00ab21f,jtk7vfj9,great_success,330,224,173,340,115,102,620,338,125,321,"",34db031d-f8ad-4db3-803e-286e4473cfe3,8b5d24bb-f6a6-492c-b326-92b09c025b7c,b927a732-f720-4dcc-ac3c-67e84aff7d3f,fec74afa-ee40-4518-8720-aa3296d25726,a3083263-2f21-467a-badf-def781f6c59d
86ab3864-a22f-4129-8340-4b656670e12a,43traveg,above_average,566,441,347,302,94,45,540,515,24,126,"",543ae5e7-d488-4397-907e-42684bc94360,4d69a038-54b0-4512-aba7-1ef5038e57dd,4b85676b-7582-4522-9b55-e4c36711e829,16e98d3f-a92a-4c55-8ec8-d08fbb8acf9f,3b00eb07-d897-498f-8701-7e7b13bd3ff2
1a40d0f0-5360-4b6c-a539-c23a5ad80ddb,m9rkqnpj,above_average,179,41,63,332,14,10,691,340,24,129,"",e7ba7fe5-65f5-4059-8442-3dfd34bd51ba,40780afd-d91a-4dc9-af6a-e90774217212,8ef5f75d-0b44-491d-9588-c47ec6984801,26cd0e4e-1954-4296-a9a4-4997dc8521af,8b42de8d-7a96-41a8-a4bc-323a102aba49
e03ea80b-2dea-42eb-9154-23492fc5ce2a,qv6dpdhl,great_success,443,258,361,297,100,44,689,341,25,126,"",15841627-fb3d-4df2-9060-98896e91ec26,30abaeef-8a5f-4bb5-a664-ff56ff4c653c,3dc80b22-4aa7-42b2-a8be-bd479fa2235e,b6cc58eb-c44f-4e27-a330-edd7e98d6ac8,daaa344e-5350-44db-9285-bce9cc5f4391
81fa9bda-2cd4-4d78-a1a8-fba604e85c5b,e4lssu7t,great_success,453,226,372,339,265,132,608,342,174,284,"",39a6ed80-112e-4c4a-b7a3-254512d8463c,b713cb04-65cd-475b-a9d6-7c3508e92f07,7e367cf7-4417-4b44-a402-974b7760bab0,cd04a7ee-cb73-4040-859a-0c0fc628ef3f,c0f2cc5c-871b-4485-a934-7b75fb809ecb
f71ac739-56c7-48d7-9539-ce2fda1945d9,1eo7fcdh,above_average,15,4,5,332,4,7,745,333,65,24,"",4ba418bc-e1ad-4391-bd64-17b6f7bbe0dd,7bae1132-3706-448b-b6b8-6b2655d47636,27b26303-c435-4618-8a27-92918fb7e5f5,fa39cac6-234d-4fff-83b0-a1ec2cd27871,965f8cac-1051-41ed-a021-4fad322d3933
3ee76e8a-231b-4584-9d18-bceacca382b9,c0lifum3,high,116,27,170,358,111,123,492,337,27,48,"",f6381f5b-f4da-461f-a8bc-73a9009eb571,e5e6766a-955c-4db9-a664-5aabb889da5e,4a12045b-6e00-4e94-8b17-6c751471a570,5677f4f3-055f-4884-bbed-bdc1908ced3b,46774f96-40d9-4b82-93ee-fc227c69e817
400f4794-5fba-4798-a84f-9faeda371484,k5vqe9te,high,397,94,211,337,118,69,785,513,72,94,"",e67cf131-7b3a-41c2-9e2d-25e377e01d6d,31c9d4bf-9680-48be-ab52-f2fbbd64a04c,7b2cc575-57da-430c-815d-3bf76e2288dc,b4f13539-7c74-4b2b-b815-7fa78335a694,211c6dcf-b417-49e4-b3a7-2f2712b2af73
f2c465c6-fc96-443d-915b-554299a72a7f,r035du6v,high,414,93,203,335,123,70,784,508,73,94,"",fd1cf4c5-98d7-44ff-aa65-28f6f0e859d6,abd8a1cf-635a-46be-9f41-71bd5e228a89,cb071efe-940e-4dba-b8fd-5ff1a07e53b1,0ce4ee68-4551-4ae3-a5e0-e0ff9fdeb4b7,8b486221-38d8-476c-89f7-c419d99a7bb9
ca42d069-dbf8-4ee4-9cf5-160df72ac8f9,c53ggem6,average,2,2,10,240,2,5,659,255,54,1,"",4d98306e-a672-4866-9a4d-62ea0ef31004,e814e5d1-5ce2-41bd-a27b-cb1506f4a1c1,314dcfee-db0c-40c2-803a-61cedbbbcf11,ecc49ddc-b0e5-4c42-a921-dbeb35bc09b7,46bd0a12-bca5-456f-b07b-bef6ef785778
5bda9e82-0b69-4371-82f5-41304f79d502,d6cp95ct,above_average,237,39,114,262,180,100,682,506,112,315,"",11f8824c-c9d2-4731-8fa5-3058d2667495,d37dce94-3c9b-4b9f-a402-a5ffd5248f4c,a9d4a19c-b6b4-4af5-b2fe-4cc7e47f122e,3069c9fd-1a2b-4288-8435-bfc53c1586d6,fd82fe7b-13a1-4812-9dfa-bef82787cde6
d39b13b6-c0fb-4e26-b5c9-27692772cd1c,nn8gacl4,above_average,451,346,98,333,135,98,752,507,26,244,"",71fcec5e-2742-45b9-b8be-832134f6f53e,603003a4-fce3-4556-bd85-6fae6dc77422,363a804e-e00c-4ede-a3a2-7b0f460167c4,e36241fc-9cce-4f64-b420-5570c103d8fb,98fb63a8-063c-4f56-b2ed-3f48881a6e5b
4ec8a35b-497d-4a20-8e28-30d7697272f9,tv59oqf3,high,346,282,137,263,64,28,758,522,99,198,"",c2c5e33b-3241-497f-b454-78f9a059485e,86f991ab-8ab4-4eb6-ac76-3c75563e8c0a,72204a1b-9540-43d7-b787-7ed939d08d62,ec23b7e4-6ae9-4193-a8c1-d2e8db121128,fc8a5c7f-30b3-4945-8226-64d87362f6bd
1017d136-e1b0-43a8-b0c7-9cd623158111,i5qap6bg,great_success,403,363,141,265,29,29,689,334,25,260,"",b9178c76-04b4-4c55-b11c-98241b366a46,f97757cb-079d-490d-b95d-bca3b0ec0e67,7fdcb586-b015-4cfc-b86a-bdbafe4aeecb,dbe60d4c-7ef2-4ead-80cf-20ccf5c9340a,79cfff5c-b740-4e19-95be-fe9636378d9e
7733030d-0158-4715-b310-fe6c76c0647c,kna85iol,high,22,9,65,340,93,84,698,339,100,94,"",f6a3dae4-3e22-477e-a397-2909305459b5,d81e5d76-6798-4685-a759-99bc22380ce0,0cebe6b8-a324-4be8-9375-cd1e0c5eafc6,13b0b1f6-44d8-4529-b949-191f1b217b0c,2c98c92a-e0e5-4b17-a344-27144f339c7d
bacbb2fd-9cfb-4509-9170-e2ed8f20ac69,6295lnu3,high,136,56,184,281,140,142,826,475,1,48,"",8f8e7df3-ebb3-4f05-8346-c6ab891e58bb,7a01c255-e9eb-4c25-b502-8606a5b950dc,0612a566-7e10-482b-bafc-8c79b5d146c7,21cc74bb-67f3-4a08-a370-d6d45c3255aa,17cc8afc-6af5-442e-8555-6ad60e240f3a
9b581e19-fb74-469b-adf6-52982841a979,0h0q8mcg,average,95,21,45,326,7,24,647,328,52,29,"",b515cc8d-9f3f-40b4-a4ac-3b1e949a4f65,226824e2-5997-48f2-b8b2-9964c64fa397,3c02b888-544a-435f-ad83-3d2999913a68,52ec1e5d-a782-4b61-a0d7-3aff8a8f2197,b2264983-a164-4c02-97ac-47b2f47cbc18
04abd3aa-1a98-4c59-b3da-0dddd45d3212,i84eei0o,high,261,179,260,384,233,202,695,340,26,180,"",fcca06fc-3249-4fe1-a435-f26507da33da,10525686-4b54-40d1-aa66-ffaf3d44816b,4e82aaba-4083-41db-8853-a6a21c37eddd,e5026855-6e21-42f0-9956-db2f9721ad72,0738db86-fb5d-4df6-b49b-987787458294
c1b5cb1e-afca-4e2f-ae6a-16e533e5e3e6,jh4lkuoq,great_success,491,287,438,337,482,245,687,341,26,360,"",251a4bd4-2abb-404b-8b0e-535cf318252b,9116ab3c-4154-4184-a80c-b2fb483413cd,868d3439-ed38-4cd8-a5ca-156d89f95359,f0547457-801a-4482-839a-ccf413befa6f,7831154a-3626-4ead-b0ac-3f1bd5b90f3b
6ee3426f-1dbd-4441-a097-80369fddb402,1tlktrc3,great_success,467,285,478,340,495,250,694,339,28,365,"",4277d9e1-3370-46c3-928b-08691fc25bff,3efeac7c-d982-4698-affe-8f6ceb4ec199,7775c43f-fd4f-4fef-abbc-33fc8616deaa,4f81209a-1478-438a-a98e-cbd3f5698cf8,f3f85723-1964-40fd-957a-21b2ab3ad1be
